cement,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,curing_days,compressive_strength
287.27005942368123,112.09224554000954,209.49974664849555,31.907228418608696,798.9120412044165,1077.789262157136,323,22.339895580493984
575.3571532049581,99.87362886942098,127.67679933980673,22.964622676709656,594.8177751620581,795.6136349754963,125,44.64289568116212
465.99697090570254,52.846173750858014,151.99595415548293,48.22492624319704,626.359224972216,556.3724885057486,308,35.12116461643456
399.3292420985183,182.1800010304464,199.49209552867273,10.94892254921191,680.6711281809218,989.3134292880741,198,16.71066631942167
178.00932022121827,142.98724815258868,172.313401678672,29.392820799947035,703.6533343649484,734.9425085466366,207,9.611629004909028
177.99726016810132,259.7102976972011,210.78565579523408,35.01050074951113,742.261809210544,875.7019867619977,3,15.386332711631514
129.04180608409973,9.632874144617476,244.18118518342897,41.278224467269084,755.4600289634944,485.8122321391511,66,-7.825978778074945
533.0880728874677,193.1603782665379,117.48200315727962,20.348551521400353,955.7163454875359,905.2671916127938,208,46.27489232357028
400.5575058716044,228.88466355346833,206.43515745970916,34.346095382874076,1009.5731908260412,698.8403911560995,278,38.49796060935989
454.03628889802275,227.8459707564921,134.5516233448172,15.160073569214138,808.8792081263559,667.3517997747956,113,44.71917002069166
110.29224714790122,265.82219012865755,162.17150911113538,21.773804618091013,1407.296419920728,1183.9324630222409,139,7.114910997161793
584.9549260809972,218.71012284884821,104.92940886927097,44.78135656016996,1053.1397233389546,745.9445142081978,164,60.450360941753154
516.2213204002109,278.34301849430886,120.38610734390484,47.495380466547715,1287.4769280334067,942.4307024925873,309,47.65889426005129
206.16955533913807,99.79697994626744,147.96659335733494,35.940867346363234,1424.2378324208435,902.1820284590729,332,11.011005961600215
190.9124836035503,150.96282502546293,151.29787079319775,18.71759453880925,663.1351145758052,483.44284070812614,168,12.000515253933226
191.7022549267169,4.223898984867203,234.93778246931436,41.002889498733204,927.8744837156346,998.3420296514529,35,8.047848175652858
252.12112147976887,2.087276190987364,211.27193638997727,1.2933540862710091,933.2104017146088,658.5273627468612,43,-1.2938781479872823
362.37821581611894,72.03798613545597,245.82744522805615,5.137295526971053,854.4722504383542,1039.151639357388,301,24.5894776632493
315.9725093210579,30.242159141725576,189.86072655028607,33.06868681876806,508.9058665516399,886.112626092306,169,10.427294992086129
245.61457009902097,78.06341038072608,136.2570598136977,14.562428763502872,1315.972107778095,653.6731919627916,320,15.58598228585008
405.92644736118973,53.11298835851922,149.14825448824644,47.56931092002389,611.5593215539028,685.0343682648568,271,36.55623102138484
169.7469303260209,8.556007451594471,147.97538849379507,21.803030604615238,1495.480597921759,985.2058957330885,300,8.511144638784028
246.07232426760908,272.79124392181484,148.97414914948774,21.46824101945885,1272.9584919111817,840.0474520983055,42,25.149662227973618
283.18092164684583,2.4669394166674574,200.94462596677235,33.90397550954656,1080.0100176065143,934.6808325370522,187,22.47638711566795
328.03499210851794,220.82464330112563,179.62118921356245,38.37842811530948,654.6064177415974,526.6546568601507,85,31.831215916495196
492.5879806965068,45.64436607585496,157.81362671299664,23.777936906256826,1015.3929713932471,1029.5813377827349,4,36.578229892473914
199.83689107917985,273.66888659988,122.36346530930749,10.700045085586208,761.1087408578089,656.3130551320278,327,32.98499667739238
357.1172192068058,267.83878187696575,103.32087444132189,38.66543213628108,752.3225245430694,895.8890137261387,285,28.16525927641257
396.2072844310212,196.1703439107772,132.82520163815389,16.01756374368138,1329.5292493824854,491.74386019360696,262,34.585506599829216
123.22520635999886,201.67024494018153,116.12071059530219,8.75553846469288,880.6444239594347,657.1361929255736,209,13.866959801680503
403.7724259507192,1.601742590906563,217.8167546278359,31.582009496250663,950.723803390804,919.0938344533134,255,15.710064672746505
185.26206184364577,295.4614698340806,116.8746936720828,4.52268334951752,1342.9647377801184,619.3649058322005,194,15.23161389900903
132.52579649263976,263.3497810727443,208.6342355960254,48.56763375430275,587.7906257188425,1104.2497573998537,81,7.689864678945922
574.4427686266666,268.5318677190276,157.8488034664124,31.61986322060685,1094.6178530910495,928.9827195547363,93,49.52692391011955
582.8160165372797,197.7733611152616,111.00675846156639,49.29477604608779,1078.2156813730378,1096.2227146374366,139,50.00429316685843
504.19867405823055,103.43607859636096,221.90950741473785,16.944671173931802,925.2145692666752,716.3125618008966,218,43.85019680902329
252.30688458668536,268.0945947271442,186.944585535492,48.560258059519896,1329.7746414240928,427.18811409974,244,29.2869422236959
148.83605700319194,87.4550784453577,135.36422692953596,7.278112386431179,1442.8900613356927,860.9119706840822,103,10.013119435867157
442.11651325607846,168.81346300266085,234.2021761499002,2.0347386173514224,965.3358619136108,671.3548021802978,32,28.707038061020974
320.0762468698007,29.919291703164717,106.78874708058272,1.649203022730128,956.1470509983997,758.5507007378826,343,10.165180745462814
161.0191174223894,276.58668903982505,130.27294122966444,23.243518529961353,1002.0637296707448,944.888171138199,51,8.370165824994713
347.5884550556351,42.231137331363996,212.80703917087914,4.150209873929739,1223.1240308330616,960.5317336566974,238,21.03238843385116
117.1942605576092,67.46904171912217,206.4066895464834,25.608394208380087,1168.0602906989625,422.0451318926523,40,4.6689593827365075
554.660201039391,167.4402474384645,143.3907540586717,16.375025175445025,722.8349492068871,1015.4421382716909,257,35.029641323779245
229.38999080000846,229.22790006389445,109.30373130291747,16.78144962370578,563.8953485993433,794.8151319648632,223,24.531720962106398
431.261142176991,185.8053917808897,228.71171083374156,31.78044982725849,1449.2541298167894,845.35901865964,6,29.739612800681023
255.85553804470547,69.64017384004684,147.05464571048537,8.15490030758101,761.0697597337044,638.395348151882,95,10.473584730155507
360.0340105889054,0.28291275824710027,129.3570122392398,38.32766851698655,1138.5966846905917,736.6670288004648,272,27.353278975589948
373.35513967163985,227.14517409223177,177.40927335414656,29.101545988931736,1328.4380027437223,968.3001071834653,146,33.56696206636943
192.42722776276352,295.56219777332814,236.5340798923671,45.74723144237554,800.2767505471863,1021.3710423554068,328,13.646288088833282
584.7923138822794,242.9739360918271,106.5319866765063,18.24203268837617,1135.4334136569287,709.6849449343824,229,53.74974156373635
487.5664116805573,138.0619854469846,214.87061320463317,49.135749603356274,607.9002411492249,952.8940261210641,231,33.4823857601719
569.7494707820945,271.130178419732,185.87098419080633,28.79138233570116,1469.9314443756607,606.4348013507504,49,44.628932243095115
547.4136752138245,122.954301935505,163.81736748277254,48.67009780937669,558.1582750506259,1065.6181321420122,363,31.680496003701293
398.94998940554257,157.48022527304028,211.612066615759,1.3530327023557664,938.1746738409763,887.8513911258922,251,27.877535864702974
560.9371175115584,143.13893021870499,244.87366366624485,36.3988161206194,1036.8192420600233,1020.149212853516,295,32.30150591248584
144.24625102595974,134.2871617996575,134.38093167440366,40.831076214636816,1290.481778663364,781.7238818542779,58,7.981632114607003
197.9914312095726,232.55723078817172,121.54710476081794,2.6586643338243787,621.1285170724212,583.2874279855642,199,14.442029705417173
122.61364445526903,158.0306721808476,236.93226178340456,28.948483200812287,940.8079738551766,743.3848906509152,170,11.101409843172702
262.66516538163216,95.01513660756483,200.34296161859555,40.09711467947242,799.7115695434524,705.1883155826566,301,15.070274784453911
294.338644844741,77.4474502975435,165.6979032342949,28.05193626115364,812.01071569334,666.1732347521273,227,26.244433302223776
235.67451588694794,11.324195090230017,185.98893553964245,3.190679520273332,1278.787916065251,569.7389981931826,28,2.662260305077429
514.3687545759647,174.9585485649138,211.8420857764366,34.67236204491557,505.46094503183315,1007.3337135038449,89,41.71207126177244
278.37666334679466,68.98842462031027,215.95478480585757,3.0298457336654314,1249.0836413359661,469.0813290564484,92,18.089124954000482
240.46725484369037,44.440176604914924,237.98412712284468,40.873444750821925,1310.3984301231062,1110.0487439086671,73,12.346199231464261
371.34804157912424,196.1489891483033,164.02641833434342,2.1517091653347196,1401.362243842069,540.0197783182028,261,32.9615974078975
170.46211248738132,204.36277734646464,144.01163650290925,6.86986905051854,1126.8818032304835,1183.8989214812332,313,11.582365227525852
501.09849037701986,225.6464676772998,195.9496400184763,13.755379526163425,833.4553282722412,1190.7744384696593,80,38.78152117396931
137.2753218398854,151.07306890157744,162.35918489192954,31.66823961304,927.2347325488706,718.7096329929213,29,-3.2137495818761987
593.4434683002587,268.216381561166,189.1897680923467,48.8179549815653,1469.7360822874293,1190.2568581058104,235,48.41712158122286
486.1223846483287,280.90282601946836,162.99786976839252,5.891142630996721,1381.1868264358523,1095.254813824581,311,34.10896637698063
199.3578407670862,242.21128193774683,122.94936800172617,7.135383460695921,963.5259090994421,465.94422155733247,151,22.442800494646097
102.7610585618012,190.67804460245617,170.41401274884376,18.443519835049017,1443.0630071109224,1157.8628509028945,57,11.395672577027163
507.7307142274171,91.1162860773566,203.63767329115493,41.81095688776601,1322.954875406459,434.0115087236754,146,43.246346658722366
453.42867192380857,294.88347648606634,219.8925711501475,23.36154763754071,1401.0898616597947,545.5314349912858,133,24.71474202433698
464.50358402049363,82.2408501575815,173.99894151948203,16.080530012791083,1182.977234575921,867.6764326773394,147,33.45310734673315
485.63517334297285,60.79707659712932,124.78568353156014,28.060191610443063,1357.6540434619951,464.58974272001086,229,38.90724178896779
137.0223258670452,132.64623413597482,162.20315644741473,13.0261598722875,1391.7661413343258,529.3822055914951,196,-1.2636071473984813
279.23286427213634,17.052171213716537,217.94408932625475,20.057995362376047,592.0165845406714,1162.793429689791,84,6.694621608654407
157.93452976256486,293.54833940153725,161.92889059256092,16.630257461602092,1465.2169766606585,1195.7503079100866,50,25.76707764444371
531.5517129377968,176.53006692492744,204.47961904063334,40.207051120732295,833.6130987640634,1038.5092334242377,342,45.38878706092462
411.64906341377895,167.08562749925258,176.08205225171346,46.21278632190004,939.8995095833554,812.1675131717623,332,31.980157177784125
265.4490124263246,196.73888396991597,136.1834687664095,37.97860960784559,1291.9037591928154,1120.2407485533402,264,29.62017685390269
131.77917514301183,149.107094333162,219.42257620346115,21.954178801499175,1164.8963055724976,489.5190167068549,213,0.18418466555051616
255.4911608578311,9.619055128362476,112.63201811060306,25.21674887483319,1393.0599124360574,1154.313495396007,109,18.935746691624452
