num__project_value_million,num__planned_cost_million,num__project_duration_planned_days,num__planned_labor_count,num__actual_labor_count,num__labor_utilization_pct,num__contractor_count,num__material_delivery_delay_days,num__supplier_performance_score,num__procurement_change_requests,num__task_completion_pct,num__schedule_variance_days,num__rework_hours,num__change_orders_count,num__cash_flow_delay_days,num__weather_disruption_days,num__regulatory_non_compliance_count,num__client_escalations,num__labor_discrepancy_index,num__supply_chain_vulnerability_index,num__critical_material_shortage_flag,num__extreme_weather_flag,num__missingindicator_supplier_performance_score,num__missingindicator_cash_flow_delay_days,cat__project_type_airport,cat__project_type_commercial,cat__project_type_hospital,cat__project_type_industrial,cat__project_type_infrastructure,cat__project_type_residential,cat__region_central,cat__region_east,cat__region_north,cat__region_south,cat__region_west,cat__project_phase_commissioning,cat__project_phase_finishing,cat__project_phase_foundation,cat__project_phase_planning,cat__project_phase_structural
0.39273651995210634,0.39273651995210634,-0.7780938833570412,-0.8767676767676768,-0.8495575221238938,-0.17188574524350123,-0.5833333333333334,0.0,1.0085441597290268,0.0,-0.9069154275640233,0.18121824458097793,-0.39014293091844865,0.5,-0.5,0.5,1.0,0.0,0.08771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.10588409850900697,-0.10588409850900697,-0.041251778093883355,0.9393939393939394,0.6350858927641854,0.08410859727619954,-0.75,1.0,-0.09776137876308519,-1.0,-0.5854502325720189,-0.4900040893688315,0.3443744289745646,-1.0,0.0,0.0,0.0,0.0,-1.543859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.17309547673244516,-0.17309547673244516,0.36984352773826457,-0.08484848484848485,0.07704320666319625,-0.3939497958343979,-0.5,0.0,-0.8870972300302531,-1.0,-0.7500541179951455,-0.2648766246907197,1.0730669341114216,0.0,0.0,0.5,0.0,0.5,0.5526315789473685,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.17308414387418145,-0.17308414387418145,-0.7837837837837838,0.12121212121212122,-0.06038521603331598,0.5314098195430075,-1.0,0.3333333333333333,-0.9001737625259971,-1.0,0.044605752694108804,0.1455573076922815,0.3289761934021418,0.5,2.0,-1.5,0.0,0.0,-0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4771660019264021,1.4771660019264021,-0.6756756756756757,0.45252525252525255,0.18948464341488808,0.1199488153555058,-0.08333333333333333,0.3333333333333333,-0.6975448903745813,-0.5,0.680768522459176,0.17189647922587767,-0.4500641517946389,-1.5,0.0,-0.5,0.0,0.5,-1.3070175438596492,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6350598012416556,0.6350598012416556,-0.9359886201991465,-0.020202020202020204,0.21863612701717855,-0.2966307879497994,0.75,-0.3333333333333333,-0.7903566865570391,-1.0,-0.7046750662109624,0.4434692919428344,0.6682713585209725,-0.5,-0.5,-1.0,0.0,0.5,0.868421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3294899257024702,-0.3294899257024702,-0.03840682788051209,0.6343434343434343,0.6413326392503904,-0.9965093300123458,0.08333333333333333,-0.6666666666666666,-1.016031750915792,0.0,0.11520711611368227,0.3853045494189385,-0.6245658799365947,-0.5,-0.5,-0.5,0.0,-0.5,-0.19298245614035087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.43248159584403095,0.43248159584403095,-0.9800853485064012,-0.07676767676767676,-0.07912545549193128,-0.5680583545756673,-0.75,0.3333333333333333,-0.7623538997716016,-1.0,-0.9610796149082154,-0.5197103972194713,-0.40520824232594865,0.5,1.0,0.5,0.0,-0.5,-0.14035087719298245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18124302765347106,0.18124302765347106,-0.06116642958748222,-0.5494949494949495,-0.6080166579906299,-0.4118029644400338,0.9166666666666666,-0.6666666666666666,0.43977237574456896,-1.0,0.3692962222516649,1.317594820053115,0.13302167437536744,-1.0,1.0,0.5,0.0,0.5,-0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.048512063977757,-1.048512063977757,-0.39829302987197723,0.9232323232323232,1.043206663196252,-0.9707549863404772,0.25,0.3333333333333333,-0.5366397935167271,1.5,-0.7385613742549758,-0.07414470493477349,1.0923978564023116,-0.5,2.5,0.0,0.0,-0.5,0.24561403508771928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
