cement,water,curing_time,quality_pass
493.3353321866127,194.59595965544634,15.28360041185542,0
358.9062933442852,146.97479515325844,23.631829387034735,0
178.7099625115983,141.56139454447973,23.89751465023634,0
458.44394209763857,167.2549853970217,27.576497676833323,1
124.38187626425407,129.15356933982355,1.555740371523266,0
108.95522711670766,156.03087418146578,5.7127426205529295,0
107.29292258844687,125.38641245112633,18.709519100035163,0
347.90080841158976,66.56096879195947,19.182817914016727,1
138.44611926058428,119.87511425479926,11.668101977113949,0
282.34894960737086,60.46449696792324,8.543219283156422,1
292.16482289574253,72.97316846864106,13.49764962549285,1
128.84020006302012,97.06084480325623,28.777429807333196,0
272.42006860045643,153.02235202783368,3.039380008485384,0
331.25662005028494,142.80647421810696,23.55726739322576,0
233.77484866407107,52.66814904181495,9.388334686781478,0
381.36585928471743,57.791985923743276,10.836099286384103,1
127.35870754674812,86.74675074618555,10.896149070281519,0
426.12278411371256,78.49866157273092,1.6243205348077592,1
491.52939819014085,146.8738769146505,22.65385511786801,1
133.82120885526228,183.98412047523766,15.145485815696503,0
442.2852681027732,115.23094460728053,28.353343010368295,1
390.8611297928002,110.75128952807479,15.591239560073795,1
296.82299915750525,120.60664222002457,11.928956591092739,0
236.29683391950377,162.56428789322734,9.907003126059777,0
217.92718840081676,186.910109244687,7.372214865771078,0
271.87495474835714,155.7188277985431,7.002139351793009,0
326.79897212415506,131.5446403568609,28.71927842799348,1
481.80633845298996,178.97917499107743,22.491158550685046,1
424.86623450617765,109.08917562315594,19.95771396075173,1
158.0568362031911,119.68615349361227,2.283697327794913,0
465.7402364942437,185.81438598503806,5.730633422465786,0
499.7724008438098,132.61382541785912,10.432163024025199,1
476.93278632782625,136.27087132060896,14.567026454684681,1
303.3422614079397,181.11872744461434,23.14714827440975,0
217.64152840750154,198.59566650757247,19.231132613004768,0
407.698234960329,101.14145689260596,14.868862961103346,1
298.76214439401105,127.56006380225534,22.882836220809168,0
263.5763830123411,116.0399258983945,9.753765122281797,0
219.46928162813867,52.93186044596979,17.276350936955975,0
116.36318184749013,63.0942989994947,25.19221999753485,0
146.0593605028581,90.57134521966293,8.458660431146864,0
158.07679514529065,137.38190534308603,29.593214014050982,0
190.54748646911474,96.98338596237278,24.416987391348687,0
260.93139150446893,133.83667713854345,12.615133570218566,0
335.9839753001998,64.9330473329092,4.637500965293712,1
380.5160466685013,141.22250709335475,25.929275229549496,1
498.2750905834527,150.239555109133,3.5131098961111236,1
345.0976635665784,123.61452325872128,20.548725805127667,1
211.07455461861434,197.66400467906976,7.365131486249088,0
105.19089301954203,77.16196427767917,1.4573879513702332,0
244.3050547364208,150.08678421986977,13.160073418877776,0
423.34435141816306,161.22579142822383,11.386850667084259,0
393.52690892644364,150.27150469206975,28.279127572751232,1
459.67894149398194,163.86910433773573,27.932250703890606,1
435.3259617529915,127.77274924335185,23.720284194281145,1
186.68477722128324,156.944335826324,28.372241036040716,0
322.08690890134534,111.14904208802847,18.883136799941163,0
408.31340642917775,107.85394745005249,27.696543651432027,1
449.49773440024484,138.28758074375355,18.92001791105851,1
112.37648447734352,115.34555277431434,3.736735032333328,0
305.7819944854968,77.74764703201126,10.648128566810488,1
257.62791735064616,150.65739338874334,11.331778003591142,0
369.17570238067555,80.1486419590583,22.049504608255567,1
255.22941430764573,152.69095382858384,10.766940518096167,0
278.5130232812002,105.16863712134557,26.914596790502312,1
